item_id,upper_category,sub_category,brand,things,price,description,delivery_charge,picture_url,qty,username
I2-007,주방.생활.건강,생활용품,2IN1트렁크,유아용 캐리어,60000,유아용 여행용 가방으로 튼튼하고 아기자기한 디자인으로 바퀴가 있어서 승용완구도 됩니다,0,I2-007.jpg,,
I2-008,주방.생활.건강,생활용품,비욘드,키즈용 로션/샴푸,10400,씨앗과 새싹의 신비로운 초록 성분을 듬뿍 담은 에코 쉴드 포뮬러,0,I2-008.jpg,,
I2-009,주방.생활.건강,생활용품,부긴헤드,다용도 클립 만능걸이 유아용품,21900,아이들을 위한 치발기 홀더 ,0,I2-009.jpg,,
I2-010,주방.생활.건강,생활용품,Beb다,유선형 젖병,9000,물통 손잡이 구강용품 유아생활용품 유아 식기,0,I2-010.jpg,,
I3-001,주방.생활.건강,주방.식기,디허브,화이트-빨래건조대,8900,빨래도 말리고 가습효과까지,0,I3-001.jpg,,
I3-002,주방.생활.건강,주방.식기,플러스생활,싱크대물막이,9700,친황경 재료로 만들고 부드러운 연질의 PVC재질로 손이나 팔에 닿아도 안심,100,I3-002.jpg,,
I3-003,주방.생활.건강,주방.식기,하이미,원목 접시꽂이,6900,100% 순수 대나무 원목의 자연스러움을 그대로 살린 인기제품,0,I3-003.jpg,,
I3-004,주방.생활.건강,주방.식기,아이리드몰,선반대 수납,20000,클린 다용도 폭조절 압축선반,100,I3-004.jpg,,
I3-005,주방.생활.건강,주방.식기,슈퍼킹,키친타올걸이,12000,굴곡이 있는 타일에도 부착가능,0,I3-005.jpg,,
I3-006,주방.생활.건강,주방.식기,골드로즈,스퀘어 쟁반,5900,견고한 멜라민수지로 제작된 쟁반,0,I3-006.jpg,,
I3-007,주방.생활.건강,주방.식기,대코,스텐다드용도건지기,9000,견고한 스테인리스 재질로 제작,0,I3-007.jpg,,
I3-008,주방.생활.건강,주방.식기,센스토어,와인건지기,10000,다용도로 쓰이는 와인건지기,0,I3-008.jpg,,
I3-009,주방.생활.건강,주방.식기,리빙월드,보인보냉물통,74000,최고 재질인 국내산 304스텐으로 제작하여 녹슬지 않고 인체에 무해,2000,I3-009.jpg,,
I3-010,주방.생활.건강,주방.식기,대코,다용도 야채망,10000,통풍이 잘되어 보관이 용이하고 손쉽게 걸어 사용가능,100,I3-010.jpg,,
I4-001,주방.생활.건강,건강관리.실버,힐링스톤,황금견운모 헬씨벨트,190000,천연광물인 견운모로 제작하여 원적외선 방사능력이 탁월,5000,I4-001.jpg,,
I4-002,주방.생활.건강,건강관리.실버,키프트캔,만보기 5개,6000,웰빙시대 건강 필수품 ,0,I4-002.jpg,,
I4-003,주방.생활.건강,건강관리.실버,벅스락,6개 아로마 방향제 밴드,12000,순 식물성 정유로 만든 천연 방향제 밴드,1000,I4-003.jpg,,
I4-004,주방.생활.건강,건강관리.실버,와트너,초 간편 사마귀 제거기,30000,사마귀의 핵을 냉동시켜 피부와함께 떨어지면서 새살이 돋아나게 하는 방식의 의료기기,2000,I4-004.jpg,,
I4-005,주방.생활.건강,건강관리.실버,오즈헬스링,게르마늄 팔찌 목걸이세트,99000,게르마늄함량을 늘려 진정한 효능을 느끼실 수 있는 제품,4000,I4-005.jpg,,
I4-006,주방.생활.건강,건강관리.실버,올마트,발 마사지 효도선물,12000,가정이나 사무실 등 시원한 발마사지를 간편하게 쉽게 받을 수 있습니다.,1000,I4-006.jpg,,
I4-007,주방.생활.건강,건강관리.실버,페이버,건강 자석팔찌,20000,바이오 세라믹 기술을 바탕으로 신체의 기를 살려줌,2000,I4-007.jpg,,
I4-008,주방.생활.건강,건강관리.실버,포드림,디지털 체중계,11500,자동측정센서/고강도강화유리,0,I4-008.jpg,,
I4-009,주방.생활.건강,건강관리.실버,발바로,엄지소지고정,34000,쉽고 간편하게 발가락 변형이 심해지는 것을 예방교정,0,I4-009.jpg,,
I4-010,주방.생활.건강,건강관리.실버,헬스원산업,국산 발지압매트,11800,자연의 5가지 자갈을 모방하여 인조자갈에 천연옥을 첨가,0,I4-010.jpg,,
I5-001,주방.생활.건강,악기,리락쿠마,리코더,17000,아이들의 안전을 생각한 소프트케이스,0,I5-001.jpg,,
I5-002,주방.생활.건강,악기,삼익악기,박자기,31500,고전적인 메트로놈의 디자인,2000,I5-002.jpg,,
I5-003,주방.생활.건강,악기,포드림,악보보면대,5900,음악연주시 편리하게 악보를 보세요,0,I5-003.jpg,,
I5-004,주방.생활.건강,악기,뮐러악기,전자피아노,51500,100가지 음색과 100가지 리듬,0,I5-004.jpg,,
I5-005,주방.생활.건강,악기,소니,홈 네트워크 스피커,700000,소니 오디오의 빛나는 결정체,10000,I5-005.jpg,,
I5-006,주방.생활.건강,악기,구넷,블루투스 스피커,64000,방수용 블루투스 스피커,0,I5-006.jpg,,
I5-007,주방.생활.건강,악기,오피스존,실로폰 멜로디언,14000,컬러풀한 디자인의 실로폰,0,I5-007.jpg,,
I5-008,주방.생활.건강,악기,JOYO,조율기,19800,모든악기 조율가능,1000,I5-008.jpg,,
I5-009,주방.생활.건강,악기,뮐러악기,키보드의자,19200,키보드/피아노겸용 다용도의자,1000,I5-009.jpg,,
I5-010,주방.생활.건강,악기,이뽀나몰,핸드벨 8pcs,19900,유치원생 및 초등학생들의 음악교육 및 연주 연습활동,0,I5-010.jpg,,
J1-001,식품,신선식품(쌀.야채),함평군농협,함평쌀20kg,50350,[함평농협] 2013년 쌀통에 담아먹는 함평쌀 20kg (포장 無 택배전용),0,J1-001.jpg,,
J1-002,식품,신선식품(쌀.야채),두보식품,생귀리가루 500g,6500,국산이라 좋고 영양 많아 좋은 귀리가루,0,J1-002.jpg,,
J1-003,식품,신선식품(쌀.야채),올가니카,볶은레드퀴노아 400g,36480,프리미엄 홀푸드,1000,J1-003.jpg,,
J1-004,식품,신선식품(쌀.야채),두보식품,영양맛찰밥 800g,5400,7가지 곡물에 고구마 단호박 밤 은행을 넣어 만든 영양밥,0,J1-004.jpg,,
J1-005,식품,신선식품(쌀.야채),대왕님표,여주쌀 10kg,32775,2013년산 경기도 여주군에서 생산함,1000,J1-005.jpg,,
J1-006,식품,신선식품(쌀.야채),E-MART FRESH,백다다기 오이,390,엽록소와 비타민C/칼륨을 함유한 저칼로리 식품,0,J1-006.jpg,,
J1-007,식품,신선식품(쌀.야채),CJ,오리엔탈 소스 모닝 두부,1650,한끼용으로 좋고 샐러드 드레싱에 곁들이면 굿,0,J1-007.jpg,,
J1-008,식품,신선식품(쌀.야채),평창군 농협,완두콩 2kg,16300,강원도 평창 동글동글 완두콩,0,J1-008.jpg,,
J1-009,식품,신선식품(쌀.야채),E-MART FRESH,머쉬마루 버섯,2780,판매단위가 봉인 머쉬마루,0,J1-009.jpg,,
J1-010,식품,신선식품(쌀.야채),CJ,친환경 콩나물,1280,행복산 콩 제주산 콩 친환경 콩나물,0,J1-010.jpg,,
J2-001,식품,신선식품(과일),국내산,당도선별수박,13500,9~10kg,0,J2-001.jpg,,
J2-002,식품,신선식품(과일),골라담기,예스방울토마토,8900,고당도 예스방울 토마토 750g,0,J2-002.jpg,,
J2-003,식품,신선식품(과일),메이빌,영동포도,25800,메이빌 영동포도 1.5kg/4~5송이,2000,J2-003.jpg,,
J2-004,식품,신선식품(과일),골라담기,세지메론,17800,세지메론 1.3kg내외(개당),1000,J2-004.jpg,,
J2-005,식품,신선식품(과일),한국씨엔에스,흑토마토,34800,달고 맛나는 흑토마토,3000,J2-005.jpg,,
J2-006,식품,신선식품(과일),필리핀,일반바나나,3300,일반바나나 1.1kg~1.3kg,0,J2-006.jpg,,
J2-007,식품,신선식품(과일),E-MART FRESH,당찬사과,7900,국내산 당찬사과 4~7입/봉,0,J2-007.jpg,,
J2-008,식품,신선식품(과일),E-MART FRESH,블루베리,9980,미국산 냉동 블루베리 1.3kg/봉,0,J2-008.jpg,,
J2-009,식품,신선식품(과일),E-MART FRESH,흑피 수박,12700,국내산 씨없는 고당도 흑피 수박 9kg,0,J2-009.jpg,,
J2-010,식품,신선식품(과일),제스프리,골드키위,12000,제스프리 뉴질랜드 골드키위(8~10입),0,J2-010.jpg,,
J3-001,식품,가공식품,오뚜기,스낵면,2000,스낵면 108g(5개),100,J3-001.jpg,,
J3-002,식품,가공식품,CJ,스팸,15980,스팸 클래식(340g*3입) 1020g,1500,J3-002.jpg,,
J3-003,식품,가공식품,이마트,손짬뽕,1300,신제품 손짬뽕 115g,0,J3-003.jpg,,
J3-004,식품,가공식품,빙그레,바닐라라떼,1000,아카페라 바닐라 라떼 240ml,0,J3-004.jpg,,
J3-005,식품,가공식품,PEACOCK,우유,2900,저온살균 우유 1000ml,0,J3-005.jpg,,
J3-006,식품,가공식품,삼다수,물,910,삼다수 2.0L(1입 낱개상품),0,J3-006.jpg,,
J3-007,식품,가공식품,Maxim,커피,25900,모카골드 마일드 커피믹스 ,0,J3-007.jpg,,
J3-008,식품,가공식품,골라담기,요플레,4980,요플레 7가지중 10개,0,J3-008.jpg,,
J3-009,식품,가공식품,농심,신라면,3170,신라면 (120g 5입),0,J3-009.jpg,,
J3-010,식품,가공식품,매일,분유,62300,앱솔루트 엄마가 만든 명작 3단계,0,J3-010.jpg,,
J4-001,식품,즉석식품,종가집,배추김치,53000,아삭무 배추김치 6.8kg,5000,J4-001.jpg,,
J4-002,식품,즉석식품,CJ 프레시안,소시지,6980,그릴 비엔나 소시지 360g,1000,J4-002.jpg,,
J4-003,식품,즉석식품,피코크,새우볶음밥,7980,새우볶음밥 840g,1000,J4-003.jpg,,
J4-004,식품,즉석식품,CJ,군만두,4000,백설 군만두 400g,0,J4-004.jpg,,
J4-005,식품,즉석식품,CJ,잡채군만두,4000,잡채군만두 400g,0,J4-005.jpg,,
J4-006,식품,즉석식품,부어스트,소시지,6950,다양한 맛을 즐기는 콤비네이션,0,J4-006.jpg,,
J4-007,식품,즉석식품,이마트,너겟,10500,이마트가 직접 수입한 치킨 너겟 1kg,0,J4-007.jpg,,
J4-008,식품,즉석식품,목우촌,소시지,6600,주부9단 프랑크소시지 500g,0,J4-008.jpg,,
J4-009,식품,즉석식품,피코크,커틀렛,10500,미니 생선커틀렛 600g,0,J4-009.jpg,,
J4-010,식품,즉석식품,해팅,샌드위치,5900,햄크로아싱 샌드위치 200g,0,J4-010.jpg,,
J5-001,식품,건강.다이어트식품,정관장,홍삼정,99000,6년근 홍상점 240G,2000,J5-001.jpg,,
J5-002,식품,건강.다이어트식품,바른길,메밀과자,1980,웰빙 메밀과자 110g,300,J5-002.jpg,,
J5-003,식품,건강.다이어트식품,이마트,비타민,9900,비타민C 1000 200정,400,J5-003.jpg,,
J5-004,식품,건강.다이어트식품,바른길,오곡과자,1980,무농약 웰빙 오곡과자 110g,100,J5-004.jpg,,
J5-005,식품,건강.다이어트식품,종근당,벌꿀,35800,프리미엄 아카이사 벌꿀 800g,0,J5-005.jpg,,
J5-006,식품,건강.다이어트식품,비엔허브,삼계탕,5180,국물이 잘 우러나오는 삼계탕재료,0,J5-006.jpg,,
J5-007,식품,건강.다이어트식품,청오,미숫가루,19600,무농약 미숫가루 1kg 2개,0,J5-007.jpg,,
J5-008,식품,건강.다이어트식품,웨이더,단백질,45000,웨어더 플러스 단백질 2정,0,J5-008.jpg,,
J5-009,식품,건강.다이어트식품,비타민하우스,다이어트식품,19900,다이어트 쉐이크 쿠키앤크림 750g,0,J5-009.jpg,,
J5-010,식품,건강.다이어트식품,발포,다이어트식품,20000,가르시니아 다이어트 레몬맛 1박스,2400,J5-010.jpg,,
